t,buy_price
2018-12-08 03:25:02.305668,108903
2018-12-08 03:30:01.622329,108903
2018-12-08 03:35:02.244905,108511
2018-12-08 03:40:01.669190,107752
2018-12-08 03:45:02.171092,107752
2018-12-08 03:50:01.871633,106479
2018-12-08 03:55:02.301486,106479
2018-12-08 04:00:01.974861,105786
2018-12-08 04:05:02.449833,105714
2018-12-08 04:10:02.052513,105714
2018-12-08 04:15:01.523142,105233
2018-12-08 04:20:02.000660,104630
2018-12-08 04:25:02.392327,104630
2018-12-08 04:30:01.946851,106447
2018-12-08 04:35:01.706318,106447
2018-12-08 04:40:02.162005,106765
2018-12-08 04:45:01.942334,107946
2018-12-08 04:50:02.198562,107946
2018-12-08 04:55:01.700363,108245
2018-12-08 05:00:02.282504,109884
2018-12-08 05:05:01.790908,109884
2018-12-08 05:10:01.531208,110201
2018-12-08 05:15:01.927743,110201
2018-12-08 05:20:01.526071,110232
2018-12-08 05:25:02.344333,108635
2018-12-08 05:30:01.772192,108635
2018-12-08 05:35:02.349505,108586
2018-12-08 05:40:01.876552,107911
2018-12-08 05:45:01.531532,107911
2018-12-08 05:50:02.042955,107595
2018-12-08 05:55:01.622692,107595
2018-12-08 06:00:03.014420,107690
2018-12-08 06:05:01.765760,106921
2018-12-08 06:10:02.150060,106921
2018-12-08 06:15:01.539184,107084
2018-12-08 06:20:02.374998,107089
2018-12-08 06:25:02.005197,107089
2018-12-08 06:30:01.483532,106596
2018-12-08 06:35:02.393601,106596
2018-12-08 06:40:01.751020,108170
2018-12-08 06:45:02.164613,108444
2018-12-08 06:50:01.687176,108444
2018-12-08 06:55:02.159498,108053
2018-12-08 07:00:01.704830,107390
2018-12-08 07:05:02.380286,107390
2018-12-08 07:10:01.718675,107814
2018-12-08 07:15:02.248030,107814
2018-12-08 07:20:01.664123,107613
2018-12-08 07:25:02.111511,106695
2018-12-08 07:30:01.538827,106695
2018-12-08 07:35:02.395071,105959
2018-12-08 07:40:01.897534,106132
2018-12-08 07:45:02.304566,106132
2018-12-08 07:50:01.589770,106782
2018-12-08 07:55:01.885679,106782
2018-12-08 08:00:02.425327,107091
2018-12-08 08:05:02.016635,106254
2018-12-08 08:10:01.597529,106254
2018-12-08 08:15:02.153679,106254
2018-12-08 08:20:01.670738,105908
2018-12-08 08:25:02.064631,105908
2018-12-08 08:30:01.599979,105199
2018-12-08 08:35:02.308553,105199
2018-12-08 08:40:01.711615,105199
2018-12-08 08:45:02.137145,105199
2018-12-08 08:50:01.976070,105199
2018-12-08 08:55:01.608112,104977
2018-12-08 09:00:02.147259,105099
2018-12-08 09:05:01.557736,105099
2018-12-08 09:10:02.037832,105519
2018-12-08 09:15:01.553368,105519
2018-12-08 09:20:02.220776,105142
2018-12-08 09:25:01.577054,104943
2018-12-08 09:30:02.445815,104943
2018-12-08 09:35:01.906554,104943
2018-12-08 09:40:02.258729,105163
2018-12-08 09:45:01.864689,105163
2018-12-08 09:50:02.427414,105160
2018-12-08 09:55:01.580646,105160
2018-12-08 10:00:02.068513,105096
2018-12-08 10:05:02.470361,105096
2018-12-08 10:10:01.805444,105096
2018-12-08 10:15:02.138900,103651
2018-12-08 10:20:01.816654,106501
2018-12-08 10:25:02.455303,106501
2018-12-08 10:30:01.930524,107002
2018-12-08 10:35:02.439088,107002
2018-12-08 10:40:01.841560,105000
2018-12-08 10:45:01.487647,102599
2018-12-08 10:50:02.062391,102599
2018-12-08 10:55:02.501194,102599
2018-12-08 11:00:02.236087,105922
2018-12-08 11:05:01.903441,105922
2018-12-08 11:10:02.350399,105922
2018-12-08 11:15:01.897558,105922
2018-12-08 11:20:02.345979,105999
2018-12-08 11:25:01.912814,106038
2018-12-08 11:30:02.413932,106038
2018-12-08 11:35:02.359307,106038
2018-12-08 11:40:01.872818,106038
2018-12-08 11:45:01.538539,106692
2018-12-08 11:50:02.057657,107192
2018-12-08 11:55:01.724117,107192
2018-12-08 12:00:02.051400,104174
2018-12-08 12:05:01.588181,104407
2018-12-08 12:10:02.270625,104407
